FirstName,LastName,ExitDate,Supervisor,ADEmail,TerminationType,TerminationDescription,JobFunctionDescription,Employee ID
Jayden,Mckee,43713,Matthew Miranda,jayden.mckee@bilearner.com,Retirement,Area card test push day effect.,Manager,3854
Brady,Yoder,44786,Jason Patel,brady.yoder@bilearner.com,Retirement,Case try necessary test. Full today TV bit year.,Accountant,3855
Darwin,Allen,45089,Michael Young,darwin.allen@bilearner.com,Involuntary,Stand cut knowledge staff course than class.,Groundman,3856
Jasper,Harrison,44845,Lindsey Osborne,jasper.harrison@bilearner.com,Voluntary,Forget budget now window.,Engineer,3857
Clare,English,44791,Randall Keller,clare.english@bilearner.com,Voluntary,Conference feeling notice military.,Engineer,3859
Amy,Sherman,44826,Ricky Banks,amy.sherman@bilearner.com,Resignation,A matter seven second professor.,Lineman,3860
Eden,Armstrong,45083,Lindsey Gibson,eden.armstrong@bilearner.com,Involuntary,Contain result down realize employee image in.,Engineer,3862
Tiffany,Washington,45090,David Chung,tiffany.washington@bilearner.com,Resignation,Sort blue time total.,Laborer,3864
Sloane,Moss,44491,Jacob Russo,sloane.moss@bilearner.com,Involuntary,Me husband about special within.,Vp,3865
Kaeden,Vargas,44303,Harold Lee,kaeden.vargas@bilearner.com,Retirement,First bed red in.,Technician,3866
Damari,Brewer,43868,Shawn Martin,damari.brewer@bilearner.com,Voluntary,Investment radio bring who. Big move rise return.,Drafter,3869
Annalise,Gross,44996,Mr. Todd Lawson,annalise.gross@bilearner.com,Resignation,Capital economy while notice this nice.,Laborer,3870
Lorena,Rice,44235,Jeffrey Ramos,lorena.rice@bilearner.com,Resignation,Four yourself strong give focus meeting.,Director,3872
Eliezer,Stokes,45099,Patricia Johnson,eliezer.stokes@bilearner.com,Resignation,Up reason question past attention.,General Manager,3873
Oscar,Lopez,43928,Christian Ortega,oscar.lopez@bilearner.com,Resignation,Increase town serious care support key heavy.,Lineman,3877
Carter,Cook,44431,Michael Morton,carter.cook@bilearner.com,Voluntary,Hot star town often onto although cultural.,Engineer,3878
Liam,Hanna,44981,Brian Aguirre,liam.hanna@bilearner.com,Involuntary,Say rate glass natural study pattern.,Clerk,3879
Zara,Pitts,44374,Richard Gonzalez,zara.pitts@bilearner.com,Voluntary,Offer kitchen foreign role.,Clerical,3880
Noemi,Brewer,44830,Jacob Hamilton,noemi.brewer@bilearner.com,Involuntary,Here employee minute officer southern.,Administrator,3883
Emanuel,Haas,45061,Jose Moran,emanuel.haas@bilearner.com,Retirement,Fact item service few contain less available.,Flagger,3887
Karlie,Drake,44750,Jimmy Beck,karlie.drake@bilearner.com,Retirement,Too within that room.,Engineer,3888
Myla,Mullen,44864,Lisa Chase,myla.mullen@bilearner.com,Resignation,With affect give water contain lose subject wide.,Foreman,3889
Alan,Holland,45041,Susan Livingston,alan.holland@bilearner.com,Resignation,Card around respond current seem along.,Foreman,3890
Lukas,Freeman,45135,Allison Shannon,lukas.freeman@bilearner.com,Involuntary,Series remember American lawyer probably be.,Laborer,3893
Myah,Marsh,44447,Kelly Hall,myah.marsh@bilearner.com,Retirement,Right hold rule similar yeah later floor.,Tester,3895
Korbin,Gilbert,44752,Rachel Sanchez,korbin.gilbert@bilearner.com,Involuntary,Meeting wind concern action. Scene western serve.,Project Manager,3896
Jenna,Maddox,44452,Hector Singleton,jenna.maddox@bilearner.com,Retirement,All machine best age ask court.,Project Manager,3897
Anaya,Preston,44968,Denise Oconnor,anaya.preston@bilearner.com,Retirement,Cut during return could hit view born present.,Lineman,3898
Eugene,Pena,44439,Ruben Cook,eugene.pena@bilearner.com,Resignation,Issue teacher page true relate. Fight out learn.,Engineer,3899
Hadassah,Moran,45093,Michelle Perry,hadassah.moran@bilearner.com,Resignation,Deep certainly boy record.,Groundman,3902
Alayna,Hess,44596,Todd Baker,alayna.hess@bilearner.com,Involuntary,Brother reduce since no during.,Engineer,3905
Kimberly,Watson,44276,Bryan Foley,kimberly.watson@bilearner.com,Resignation,Reduce center top without.,Splicer,3908
Rebecca,Park,44463,April Anderson MD,rebecca.park@bilearner.com,Resignation,Expect maintain knowledge thus.,Administrative,3909
Caleb,Schneider,44948,Matthew Calderon DDS,caleb.schneider@bilearner.com,Voluntary,Concern morning while.,Technician,3910
Maribel,Copeland,44214,Alan Harris,maribel.copeland@bilearner.com,Involuntary,Reach music five away. Too fish sure be.,Foreman,3912
Henry,Zimmerman,44720,Rodney Hart,henry.zimmerman@bilearner.com,Resignation,Management so author training floor stage could.,Purchasing,3913
Nathanial,Booth,44225,Jorge Mayo,nathanial.booth@bilearner.com,Resignation,Whole shake score look.,Project Manager,3914
Chris,Vincent,45016,Ethan Allison,chris.vincent@bilearner.com,Retirement,Might control article admit may water.,Technician,3917
Myah,Waller,45012,Christian Mullen,myah.waller@bilearner.com,Voluntary,Road he court. Officer blood couple.,Laborer,3918
Haley,Weaver,44914,Cynthia Willis,haley.weaver@bilearner.com,Involuntary,Sit parent popular even travel level who.,Laborer,3920
Alessandra,Lee,44757,Lauren Douglas,alessandra.lee@bilearner.com,Retirement,Form law draw east through particularly.,Splicer,3921
Giancarlo,Juarez,45096,Jennifer Lester,giancarlo.juarez@bilearner.com,Involuntary,Mouth activity price take take rather.,Foreman,3923
Anna,Jordan,44879,Bill Barnes,anna.jordan@bilearner.com,Resignation,Environment Democrat personal design now.,Vp,3925
Misael,Hunter,44625,Gary Davidson,misael.hunter@bilearner.com,Involuntary,Four American something smile.,Lineman,3927
Audrina,Yu,44487,Walter Powell,audrina.yu@bilearner.com,Resignation,Red say check wish car food between member.,Laborer,3928
Jeramiah,Foster,45131,Kimberly Wolf,jeramiah.foster@bilearner.com,Resignation,Whom part moment eye. Off wear be hold listen.,Clerk,3929
Alanna,Mullins,44694,Dustin Sanchez,alanna.mullins@bilearner.com,Involuntary,Development operation wrong law room.,Vp,3934
Donald,Favis,45047,Stephen Rasmussen,donald.favis@bilearner.com,Involuntary,Manage brother himself deal.,Director,3936
Bianca,Roehrich,44552,Brian Gamble MD,bianca.roehrich@bilearner.com,Resignation,Begin mind time similar night travel.,Laborer,3942
Jason,Salter,44402,Lauren Moore,jason.salter@bilearner.com,Resignation,Choose system picture one party decision.,Administrative,3943
Renee,Becker,44734,Heather Phillips,renee.becker@bilearner.com,Resignation,Door hear include off.,Field Technician,3947
Randall,Pearson,45075,Peggy Mccoy,randall.pearson@bilearner.com,Involuntary,Discuss budget Mrs line whom television.,Foreman,3948
Claudia N,Carr,45111,Natasha Walton,claudia n.carr@bilearner.com,Voluntary,City week discussion success month push.,Laborer,3949
Taisha,Goble,44969,Joseph Jensen,taisha.goble@bilearner.com,Resignation,Model candidate worker writer.,Groundman,3951
Draven,Giles,45001,Aaron Richards,draven.giles@bilearner.com,Resignation,Detail positive wall bag project travel.,Coordinator,3955
Aliana,Shaw,44993,Joseph Shelton,aliana.shaw@bilearner.com,Retirement,Billion same enter green imagine mouth country.,Foreman,3956
Braylen,Mendoza,45121,Douglas Chapman,braylen.mendoza@bilearner.com,Resignation,Threat high fine everyone out.,Foreman,3959
Marlee,Stevens,44951,Wendy Jackson,marlee.stevens@bilearner.com,Involuntary,Soon agency begin song.,Lineman,3964
Konner,Villegas,44443,Ruth Myers,konner.villegas@bilearner.com,Voluntary,Tree six high notice after news.,Laborer,3966
Anastasia,Gillespie,44216,Harold Jones,anastasia.gillespie@bilearner.com,Involuntary,Today policy same expert close drive drug.,Administration,3967
Macy,Webster,45043,Cynthia Gardner,macy.webster@bilearner.com,Voluntary,Push reflect pay similar movement others morning.,Foreman,3970
Brooklyn,Tanner,45099,Jason Sims,brooklyn.tanner@bilearner.com,Resignation,Professor now audience lay box.,Laborer,3973
Zander,Franco,43656,Ronnie Garcia,zander.franco@bilearner.com,Involuntary,Way appear summer strong.,Engineer,3974
Kianna,Rhodes,44829,Curtis Hill,kianna.rhodes@bilearner.com,Voluntary,Doctor good process certainly successful ask.,Technician,3975
Peyton,Phelps,44723,Emma Allen,peyton.phelps@bilearner.com,Resignation,Front car keep.,Controller,3979
Kiara,Fox,45025,Richard Bailey,kiara.fox@bilearner.com,Resignation,In throw short war process series ground.,Laborer,3981
Christine,Skinner,44720,Thomas Ramirez,christine.skinner@bilearner.com,Retirement,If require particularly civil.,Laborer,3984
Zayne,Mccullough,45065,Melissa Turner,zayne.mccullough@bilearner.com,Resignation,Network dinner again position three.,Director,3985
Aydan,Benjamin,44761,Lindsay Nelson,aydan.benjamin@bilearner.com,Retirement,Appear happen list.,Supervisor,3987
Kenzie,Mullins,44886,Anthony Williams,kenzie.mullins@bilearner.com,Voluntary,Successful center consider.,Mechanic,3988
Damarion,Schneider,43825,Caitlin Murphy,damarion.schneider@bilearner.com,Involuntary,Follow hit perform arm.,Safety,3990
Evelin,Snow,45053,Roy Villegas,evelin.snow@bilearner.com,Voluntary,Teach left short key over.,Technician,3992
Cortez,Murillo,44348,Stuart White,cortez.murillo@bilearner.com,Resignation,Or break sea say owner. Often guy local.,Project Manager,3995
Ace,Krause,44769,Brittany Rubio,ace.krause@bilearner.com,Resignation,Performance reflect military enter color.,Administrative,3998
Reuben,Davila,44425,John Henderson,reuben.davila@bilearner.com,Involuntary,Ball when check interview score manager.,Engineer,3999
Angelique,Mann,44355,Eugene Morgan,angelique.mann@bilearner.com,Involuntary,Stop air whole generation adult song.,Technician,4000
Sandra,Martin,45074,Angela Hayes,sandra.martin@bilearner.com,Involuntary,Behind buy our of very claim.,Foreman,1002
Keyla,Del Bosque,45000,Christina Copeland,keyla.del bosque@bilearner.com,Voluntary,Some make teach quite range seem conference.,Foreman,1003
Andrew,Szabo,44260,Jennifer Cohen,andrew.szabo@bilearner.com,Involuntary,Enter beautiful social store.,Coordinator,1004
Colby,Andreola,44520,Beth Johnson,colby.andreola@bilearner.com,Resignation,Throughout yet in serious here wish.,Administrative,1006
Edward,true,44465,Raymond Adams,edward.true@bilearner.com,Involuntary,Recently however meeting economic.,Lineman,1007
Judith,Carabbio,43955,Jessica Rhodes,judith.carabbio@bilearner.com,Voluntary,Instead story skill financial who.,Foreman,1008
Adell,Saada,44938,Steven Tran,adell.saada@bilearner.com,Retirement,Exactly vote including easy.,Model Assistant,1009
Kamari,Hunter,44638,Kristen Collier,kamari.hunter@bilearner.com,Voluntary,West note present Mr woman family.,Supervisor,1010
Sarah,Malone,44969,David Lopez,sarah.malone@bilearner.com,Resignation,Professor situation they bag interest there.,Foreman,1011
Skyler,Blackwell,44353,Candice Schmidt,skyler.blackwell@bilearner.com,Involuntary,Get apply economy artist right benefit ground.,Administrative,1012
Kole,Quinn,45120,Jermaine Weaver,kole.quinn@bilearner.com,Retirement,I back place no three offer economic.,Clerk,1014
Jayda,Reese,44345,Tyler Davis,jayda.reese@bilearner.com,Involuntary,Friend agree stock teach price fish.,Mechanic,1016
Julien,Whitehead,44545,Joshua Gonzalez,julien.whitehead@bilearner.com,Involuntary,True system strong often experience.,Laborer,1017
Alan,Haynes,44538,Justin Sherman,alan.haynes@bilearner.com,Involuntary,When price group admit fall fly around.,Laborer,1018
Kamryn,Herrera,45135,Sara Holland,kamryn.herrera@bilearner.com,Retirement,Article tough away forward home. Night author so.,Engineer,1019
Kelvin,Foster,45125,Shelia Graham,kelvin.foster@bilearner.com,Resignation,Man issue never strategy will maintain resource.,Supervisor,1020
Joe,Fletcher,45124,Amanda Hayden,joe.fletcher@bilearner.com,Resignation,Section hospital clearly season history.,Billing,1021
Nickolas,Davila,44479,Debra Morales,nickolas.davila@bilearner.com,Voluntary,Each wish foot person morning per significant.,Clerk,1023
Kasey,Boyer,44370,Chad Andrews,kasey.boyer@bilearner.com,Involuntary,Free may every real agency as blue maintain.,Coordinator,1024
Giovanni,Jenkins,45061,John Wallace,giovanni.jenkins@bilearner.com,Retirement,Quite none ten order.,Foreman,1025
Alexis,Moss,44966,Benjamin Frederick,alexis.moss@bilearner.com,Resignation,Where forward evening huge cost share eat.,Engineer,1026
Joanna,Murphy,44345,Michael Ramos,joanna.murphy@bilearner.com,Voluntary,Open test message part risk.,Flagger,1027
Joseph,Schmidt,44927,Donna Boone,joseph.schmidt@bilearner.com,Resignation,Federal less every character section think white.,Model Assistant,1028
Kiley,Haynes,44799,Dominique Bailey,kiley.haynes@bilearner.com,Voluntary,Off part culture choose strong public.,Laborer,1032
Kody,Jimenez,44525,Daniel Moore,kody.jimenez@bilearner.com,Resignation,Teacher door money tend song.,Foreman,1036
Zoe,Colon,44137,Stacey Vargas,zoe.colon@bilearner.com,Voluntary,Accept knowledge drop bar understand.,Engineer,1037
Nolan,Perez,44645,Joshua Daniels,nolan.perez@bilearner.com,Involuntary,Under follow guess lot minute able history face.,Administrative,1039
Katrina,Farrell,44912,Mark Mays,katrina.farrell@bilearner.com,Retirement,Main customer television phone staff family.,Technician,1040
Camden,Kelly,43840,Brandon Ortiz,camden.kelly@bilearner.com,Retirement,Suffer consider store find up.,Administrative,1041
Kale,Lang,45056,Matthew Patel,kale.lang@bilearner.com,Resignation,Agreement particular scene also war who.,Billing,1043
Elliott,Ashley,44984,Kelly Williams,elliott.ashley@bilearner.com,Involuntary,Artist technology ever body provide today doctor.,Foreman,1045
Genesis,Todd,44776,Jose Daniel,genesis.todd@bilearner.com,Involuntary,Former treat check special economy.,Laborer,1046
Demarion,Morrow,44184,Patricia Brewer,demarion.morrow@bilearner.com,Involuntary,Plan capital firm foreign.,Technician,1049
Devon,Hinton,44937,Allison York,devon.hinton@bilearner.com,Involuntary,Her office place.,Operator,1051
Jacquelyn,Johns,44351,Christopher Romero,jacquelyn.johns@bilearner.com,Voluntary,Plant enjoy these drive themselves never hit PM.,Foreman,1052
Blaine,Keith,44293,Timothy Hansen,blaine.keith@bilearner.com,Resignation,Wind commercial in ahead will realize.,Project Manager,1053
Frida,Livingston,43459,Sandra Black,frida.livingston@bilearner.com,Voluntary,Improve center sure Mr respond for recent.,Project Manager,1060
Travis,Vasquez,43844,Amanda Hale,travis.vasquez@bilearner.com,Involuntary,Rise activity learn step power simple sure.,Program Manager,1062
Wyatt,Donovan,44664,Terry Durham,wyatt.donovan@bilearner.com,Retirement,North help rock stage someone book.,Technician,1064
Gage,Weeks,44931,Summer Moreno,gage.weeks@bilearner.com,Voluntary,Face garden central since several food.,Operator,1066
Wyatt,Edwards,45074,Cassandra Smith,wyatt.edwards@bilearner.com,Resignation,Really full stand face explain would keep energy.,Foreman,1069
Karla,Reed,44709,Warren Baker,karla.reed@bilearner.com,Resignation,Or add data indicate account father early these.,Project Manager,1070
Yadira,Mcmillan,44121,Amy Bell,yadira.mcmillan@bilearner.com,Involuntary,Guy ten dream. Thing he care series.,Laborer,1071
Lilianna,Mccall,44981,Robert Garcia,lilianna.mccall@bilearner.com,Voluntary,Professional usually hospital worker among.,Laborer,1074
Salvador,Thomas,45032,Nicholas Martinez,salvador.thomas@bilearner.com,Involuntary,Health American identify meeting.,Engineer,1075
Jair,Silva,44102,Carlos Barnes,jair.silva@bilearner.com,Retirement,Gun bill spend anyone.,Administrative,1076
Litzy,Conner,44363,Angela Ramsey,litzy.conner@bilearner.com,Voluntary,Crime west best industry right alone begin.,Foreman,1078
Joanna,Burnett,44682,Malik Smith,joanna.burnett@bilearner.com,Resignation,Story knowledge policy. Board tax treatment.,Manager,1079
Armani,Porter,44783,Kayla Ibarra,armani.porter@bilearner.com,Involuntary,Imagine plant southern sound reduce.,Laborer,1081
Taylor,Sanders,45104,Ryan Mathews,taylor.sanders@bilearner.com,Retirement,Resource top fear shake green view great which.,Technician,1082
Ava,Pace,44854,Justin Young,ava.pace@bilearner.com,Voluntary,Thousand both simple network let.,Supervisor,1086
Delaney,Bruce,45142,Robert Salinas,delaney.bruce@bilearner.com,Voluntary,Party explain perhaps.,Tower Hand,1087
Jair,Bullock,44219,Mary Anderson,jair.bullock@bilearner.com,Resignation,Specific fire rate fly clearly.,Foreman,1088
Kayla,Farrell,45091,Jennifer Stevens,kayla.farrell@bilearner.com,Involuntary,Your plant win seem hair him career style.,Groundman,1089
Carl,Desimone,44289,Daniel Booth,carl.desimone@bilearner.com,Involuntary,Fine use card current agent.,Supervisor,1091
Linda,Anderson,44853,Adam Hunt,linda.anderson@bilearner.com,Voluntary,Issue loss day provide everyone white.,Mechanic,1096
